Id,Sales
440,5107.97
441,5505.91
442,8270.79
443,8017.99
444,4664.3
445,10068.4
446,7411.68
447,5599.95
448,9159.81
449,9556.13
450,10871.4
451,6877.65
452,8321.4
453,5267.49
454,6397.25
455,16241.9
456,10709.1
457,6903.22
458,5834.12
459,5394.43
460,6515.28
461,5151.51
462,10589.9
463,5560.51
464,6372.87
465,7799.11
466,5398.49
467,7270.22
468,8099.04
469,9034.99
470,8122.7
471,5189.68
472,6235.37
473,7688.56
474,10939.7
475,9887.9
476,7484.45
477,5450.11
478,8236.99
479,6737.2
480,4952.88
481,8388.08
482,8326.07
483,7586.49
484,6646.34
485,7355.73
486,8471.74
487,6004.6
488,7412.27
489,7447.14
490,7643.94
491,9950.13
492,6571.15
493,5799.08
494,13129.5
495,7024.28
496,3999.77
497,9151.45
498,9870.01
499,12344.6
500,5613.58
501,6740.91
502,6856.23
503,8506.55
504,6940.3
505,9459.81
506,3599.23
507,7368.36
508,7296.01
509,6779.8
510,5844.35
511,7704.91
512,10207.0
513,5142.41
514,9966.5
515,8028.3
516,10166.0
517,4969.84
518,7631.53
519,6833.47
520,8157.22
521,9812.58
522,5276.36
523,7575.26
524,8954.03
525,8535.16
526,5314.82
527,4077.33
528,8920.6
529,8374.72
530,9335.53
531,8298.72
532,6459.18
533,9505.1
534,8168.96
535,8814.9
536,8566.3
537,7000.72
538,8922.76
539,12261.3
540,9218.08
541,5261.69
542,6987.59
543,5086.19
544,3892.98
545,9763.87
546,6214.49
547,10022.9
548,5310.68
549,8175.33
550,7318.22
551,12018.2
552,5042.39
553,6257.07
554,6868.86
555,9078.21
556,5702.98
557,8099.01
558,7992.96
559,10823.9
560,7811.23
561,7585.98
562,6173.08
563,5416.31
564,5584.09
565,12358.1
566,11154.2
567,6420.27
568,15376.6
569,7420.67
570,5861.89
571,7439.01
572,9331.65
573,11312.3
574,7834.53
575,8683.14
576,9266.96
577,7889.01
578,7054.11
579,6725.04
580,6577.85
581,5794.51
582,4922.31
583,6647.2
584,10235.2
585,17855.0
586,7204.89
587,5715.49
588,8686.67
589,4373.74
590,6808.85
591,4208.96
592,9886.2
593,6917.83
594,7218.63
595,15144.7
596,11184.9
597,7861.4
598,7648.27
599,3829.39
600,6330.89
601,6127.58
602,9522.81
603,5689.78
604,4391.22
605,6831.86
606,6036.09
607,9253.41
608,7602.14
609,3482.05
610,8007.46
611,8977.49
612,9210.87
613,5979.81
614,5455.24
615,8694.93
616,4850.7
617,10840.6
618,6004.2
619,5693.74
620,7805.42
621,7014.33
622,5131.29
623,6982.41
624,8270.47
625,10527.7
626,11583.7
627,6493.58
628,4470.05
629,6422.68
630,9047.71
631,5835.84
632,7353.05
633,6753.91
634,13061.0
635,8883.31
636,6689.44
637,7867.86
638,5076.37
639,10122.8
640,6653.04
641,15267.0
642,7344.25
643,6432.36
644,6149.9
645,4058.17
646,8561.79
647,19889.8
648,5231.14
649,5207.45
650,11180.1
651,7749.96
652,7685.64
653,8928.11
654,7347.89
655,5785.53
656,5538.23
657,10569.2
658,6959.55
659,7944.27
660,7784.62
661,5343.03
662,7998.38
663,6220.69
664,3858.54
665,9544.47
666,9483.71
667,4954.02
668,8195.83
669,7855.76
670,4939.33
671,10526.0
672,6538.3
673,9517.53
674,4933.02
675,5993.04
676,7015.94
677,4451.48
678,8487.3
679,5183.7
680,7191.02
681,5637.18
682,6408.61
683,6036.82
684,7576.97
685,8165.39
686,8687.39
687,6770.75
688,8715.07
689,7147.9
690,10279.4
691,10239.8
692,7285.23
693,3559.96
694,6573.95
695,8433.18
696,5072.38
697,12657.9
698,6581.25
699,9668.54
700,12499.0
701,6679.64
702,5430.66
703,12521.9
704,11077.3
705,5904.82
706,10458.6
707,10840.5
708,6519.89
709,5904.59
710,7980.0
711,6709.46
712,6339.34
713,8006.31
714,5773.78
715,6942.65
716,8458.42
717,7852.98
718,9664.4
719,6513.79
720,7835.67
721,4174.3
722,8734.3
723,8077.56
724,6588.54
725,7821.59
726,8248.16
727,10525.5
728,6712.4
729,5937.93
730,6890.76
731,7592.04
732,8565.31
733,4868.12
734,5003.02
735,8865.55
736,6664.8
737,6855.24
738,8808.98
739,6859.02
740,8218.04
741,5399.79
742,4578.78
743,7854.14
744,7284.83
745,8181.75
746,11085.9
747,9991.9
748,5507.7
749,10058.9
750,3946.68
751,4126.75
752,7466.53
753,13006.2
754,9015.25
755,8507.58
756,6026.34
757,8439.83
758,11752.7
759,7048.74
760,9140.62
761,7228.1
762,5088.84
763,6217.3
764,6060.17
765,6735.12
766,5838.85
767,6174.9
768,4835.83
769,8135.86
770,9214.02
771,6051.45
772,6968.12
773,7715.91
774,6021.01
775,5400.31
776,9753.97
777,8979.29
778,6469.61
779,4931.51
780,15518.7
781,6898.82
782,6778.65
783,10737.3
784,9715.98
785,8682.38
786,6618.82
787,8169.78
788,11331.4
789,15833.6
790,6007.1
791,5831.99
792,5511.92
793,7731.0
794,6536.01
795,8839.15
796,10476.7
797,6593.0
798,4841.06
799,7460.53
800,8793.04
801,5845.52
802,8053.92
803,4501.18
804,8374.42
805,8831.45
806,8599.85
807,10780.5
808,7207.31
809,4382.66
810,6827.99
811,8605.17
812,9254.98
813,8608.83
814,8080.82
815,7608.45
816,4997.3
817,10621.1
818,4973.72
819,12055.1
820,6486.55
821,4892.89
822,7893.07
823,6787.19
824,8176.83
825,8228.57
826,4232.02
827,5410.62
828,8310.74
829,10563.6
830,11063.3
831,5548.09
832,6960.26
833,9641.55
834,6945.73
835,6205.65
836,11320.0
837,9576.54
838,12536.1
839,4786.73
840,6292.51
841,9979.38
842,9004.07
843,6900.07
844,11606.8
845,7723.3
846,5779.08
847,6022.38
848,5508.5
849,5696.12
850,7653.25
851,5949.34
852,6453.67
853,12425.5
854,7173.93
855,21294.1
856,7001.43
857,5136.33
858,8304.3
859,9995.39
860,6767.92
861,7497.36
862,6223.43
863,8654.52
864,8841.41
865,6170.2
866,6504.08
867,7582.72
868,8937.67
869,7780.37
870,8835.85
871,6671.71
872,5251.61
873,6506.29
874,10999.6
875,12937.9
876,11412.6
877,8750.73
878,6139.04
879,6287.78
880,5061.85
881,9399.28
882,11882.1
883,9950.77
884,7187.49
885,6110.9
886,5259.37
887,5896.74
888,11775.5
889,8193.02
890,5929.94
891,6428.07
892,8155.68
893,4425.2
894,8034.73
895,5000.2
896,7229.33
897,8208.06
898,5905.57
899,8037.99
900,7637.07
901,5200.11
902,7787.09
903,7617.6
904,11652.4
905,6588.98
906,9418.39
907,7440.99
908,10434.4
909,7561.29
910,10718.3
911,5699.17
912,5333.33
913,7285.43
914,6244.27
915,10020.9
916,8761.98
917,6521.18
918,8477.12
919,7332.21
920,10847.6
921,4490.11
922,14802.1
923,5603.88
924,6741.98
925,9687.37
926,6331.46
927,7096.62
928,7277.76
929,8521.61
930,5735.65
931,5939.15
932,8544.2
933,8164.92
934,8546.76
935,5256.84
936,7984.99
937,12065.1
938,7166.27
939,4926.32
940,7671.01
941,6526.64
942,7469.92
943,7787.83
944,4578.81
945,8952.76
946,6877.25
947,8334.19
948,7250.99
949,5148.43
950,7817.1
951,6207.56
952,8347.92
953,10347.5
954,5652.19
955,6050.04
956,7186.34
957,6534.29
958,6565.08
959,9227.66
960,7634.31
961,8396.78
962,6447.85
963,5230.4
964,7397.5
965,8264.78
966,9576.29
967,9046.74
968,9264.04
969,6511.29
970,9310.88
971,6885.56
972,8901.98
973,9870.05
974,7805.71
975,11351.4
976,8524.25
977,9190.62
978,6529.58
979,8103.75
980,8995.77
981,7745.13
982,4603.82
983,6327.64
984,8952.54
985,8097.46
986,5836.04
987,10302.3
988,7535.14
989,6362.33
990,6387.61
991,6555.0
992,8524.84
993,8078.61
994,7977.35
995,5982.38
996,5742.65
997,7800.61
998,4466.88
999,7096.71
1000,5975.67
1001,9957.67
1002,8239.78
1003,7277.23
1004,10102.4
1005,6458.84
1006,5186.84
1007,12168.4
1008,7753.79
1009,9139.39
1010,8687.22
1011,5674.8
1012,6750.52
1013,6261.15
1014,8481.66
1015,13217.2
1016,6505.87
1017,3673.42
1018,5380.0
1019,9430.47
1020,10537.2
1021,7382.91
1022,8490.38
1023,5132.3
1024,6101.08
1025,3731.5
1026,5876.4
1027,6371.11
1028,7376.34
1029,8406.73
1030,7127.09
1031,8631.28
1032,9810.15
1033,8314.28
1034,5442.5
1035,10597.8
1036,13432.3
1037,7247.7
1038,8972.08
1039,5724.47
1040,7397.48
1041,5010.14
1042,8492.85
1043,6414.79
1044,9787.97
1045,7919.69
1046,9793.6
1047,8864.79
1048,5819.96
1049,10184.4
1050,20666.5
1051,12609.3
1052,7241.84
1053,3398.77
1054,7032.68
1055,11317.5
1056,6320.69
1057,11995.4
1058,19946.2
1059,3931.69
1060,6179.4
1061,9188.01
1062,5855.08
1063,11371.5
1064,7714.29
1065,8483.14
1066,3803.13
1067,8288.77
1068,7324.58
1069,8097.67
1070,10793.3
1071,6723.33
1072,6249.88
1073,7949.51
1074,6279.99
1075,5470.65
1076,8749.5
1077,6595.9
1078,7155.88
1079,8637.09
1080,6898.43
1081,6061.11
1082,8184.92
1083,8351.15
1084,9248.58
1085,6505.89
1086,7740.11
1087,6042.23
1088,4201.45
1089,7216.95
1090,8100.64
1091,5986.63
1092,5135.58
1093,10936.0
1094,8382.8
1095,10274.0
1096,7626.24
1097,6551.67
1098,6218.92
1099,4767.95
1100,11475.5
1101,5756.9
1102,8477.04
1103,16289.5
1104,8105.78
1105,7564.37
1106,5353.85
1107,5220.46
1108,8374.68
1109,4639.41
1110,7276.02
1111,11032.5
1112,6090.23
1113,17746.2
1114,16179.3
1115,5382.09
1116,8519.26
1117,5670.69
1118,7470.55
1119,6407.59
1120,12209.3
1121,8424.64
1122,10204.7
1123,5273.21
1124,7665.49
1125,5069.53
1126,9522.28
1127,7964.57
1128,7059.54
1129,7113.47
1130,5758.2
1131,9556.73
1132,10068.1
1133,6035.22
1134,12019.8
1135,7342.48
1136,10563.5
1137,5086.88
1138,6164.75
1139,6247.95
1140,11880.1
1141,7433.07
1142,8703.83
1143,7907.81
1144,10072.3
1145,4838.44
1146,8664.24
1147,6914.7
1148,4662.09
1149,16591.2
1150,18738.7
1151,8585.82
1152,9447.92
1153,11007.1
1154,12007.9
1155,11813.6
1156,7085.75
1157,8952.82
1158,6825.69
1159,9300.58
1160,4599.91
1161,6591.89
1162,6197.35
1163,6363.36
1164,8711.45
1165,5690.65
1166,5756.39
1167,6741.81
1168,4370.28
1169,5484.11
1170,6309.75
1171,7870.56
1172,10421.9
1173,9501.64
1174,8177.02
1175,6775.0
1176,6788.3
1177,12270.5
1178,9122.37
1179,6555.56
1180,5061.52
1181,9401.32
1182,4836.57
1183,7823.96
1184,3766.49
1185,6148.1
1186,9351.54
1187,6992.41
1188,5946.09
1189,9364.39
1190,10547.6
1191,12462.6
1192,6472.92
1193,10440.9
1194,3988.07
1195,6040.35
1196,7098.05
1197,5020.43
1198,8825.93
1199,6195.39
1200,5782.87
1201,10030.5
1202,12933.7
1203,9445.56
1204,6116.15
1205,6132.37
1206,8689.62
1207,7493.39
1208,7282.03
1209,5580.61
1210,8196.63
1211,10895.4
1212,5334.52
1213,7412.88
1214,8943.54
1215,9501.16
1216,14700.6
1217,6441.22
1218,14435.7
1219,7909.61
1220,5728.28
1221,4303.5
1222,7327.34
1223,7071.63
1224,5903.69
1225,7766.16
1226,5353.19
1227,5195.97
1228,7671.13
1229,4148.41
1230,8711.19
1231,7651.26
1232,8928.97
1233,9716.2
1234,6181.57
1235,10290.0
1236,7409.74
1237,5690.89
1238,5642.54
1239,6077.08
1240,12200.0
1241,7376.72
1242,5653.23
1243,9246.18
1244,9763.47
1245,7957.69
1246,7379.08
1247,9570.1
1248,6099.58
1249,5722.08
1250,6771.66
1251,9570.0
1252,7058.58
1253,7144.33
1254,6950.52
1255,5702.95
1256,4353.1
1257,5854.94
1258,9105.64
1259,9217.06
1260,11694.6
1261,12796.9
1262,8643.14
1263,4702.32
1264,5349.82
1265,11997.2
1266,11045.4
1267,9000.39
1268,9745.4
1269,9822.76
1270,6387.81
1271,4676.34
1272,12054.7
1273,6805.55
1274,7724.76
1275,7195.73
1276,3746.44
1277,12786.3
1278,6249.22
1279,5982.01
1280,5075.25
1281,6458.66
1282,7466.21
1283,10117.0
1284,7139.75
1285,4918.54
1286,5780.64
1287,5163.95
1288,3713.25
1289,8023.38
1290,19670.6
1291,6138.89
1292,6062.51
1293,7955.4
1294,5695.22
1295,6452.13
1296,5121.55
1297,5593.78
1298,8359.82
1299,8005.4
1300,4646.65
1301,10089.0
1302,7349.06
1303,5605.87
1304,9061.15
1305,9634.38
1306,10686.6
1307,6897.43
1308,8236.32
1309,5243.77
1310,6384.39
1311,16131.1
1312,10658.2
1313,6807.38
1314,5745.78
1315,5409.71
1316,6498.37
1317,5158.1
1318,10349.6
1319,5600.78
1320,6495.79
1321,7695.07
1322,5406.7
1323,7281.55
1324,8109.39
1325,8894.04
1326,8045.94
1327,5218.16
1328,6325.79
1329,7618.27
1330,10940.5
1331,9846.9
1332,7474.92
1333,5436.94
1334,8339.58
1335,6845.49
1336,4894.95
1337,8396.57
1338,8234.68
1339,7644.76
1340,6727.47
1341,7355.26
1342,8336.0
1343,6020.29
1344,7533.41
1345,7496.9
1346,7659.11
1347,9834.71
1348,6582.2
1349,5790.41
1350,13134.7
1351,6930.95
1352,4095.6
1353,9024.83
1354,9798.55
1355,12441.2
1356,5656.95
1357,6709.61
1358,6976.42
1359,8639.39
1360,6897.14
1361,9470.21
1362,3658.46
1363,7428.37
1364,7185.15
1365,6753.57
1366,5799.31
1367,7870.55
1368,10189.9
1369,5106.47
1370,9937.5
1371,8005.78
1372,10141.2
1373,4960.76
1374,7674.77
1375,6890.2
1376,8013.25
1377,9750.22
1378,5258.96
1379,7835.42
1380,8867.22
1381,8481.38
1382,5260.53
1383,4126.02
1384,8931.03
1385,8392.23
1386,9457.8
1387,8281.41
1388,6542.37
1389,9532.09
1390,8210.88
1391,8780.05
1392,8732.95
1393,6968.93
1394,8864.9
1395,12340.6
1396,9242.1
1397,5177.97
1398,7029.81
1399,5093.22
1400,3947.35
1401,9777.4
1402,6203.4
1403,9948.37
1404,5277.6
1405,8100.75
1406,7256.02
1407,12125.0
1408,4984.58
1409,6285.69
1410,6834.32
1411,9089.78
1412,5681.89
1413,8005.86
1414,7912.26
1415,10840.1
1416,7805.67
1417,7545.16
1418,6053.0
1419,5432.44
1420,5601.4
1421,12360.8
1422,11160.6
1423,6346.19
1424,15449.0
1425,7367.93
1426,5860.85
1427,7442.01
1428,9347.69
1429,11233.4
1430,7920.96
1431,8763.04
1432,9325.32
1433,8047.51
1434,6976.47
1435,6725.09
1436,6515.25
1437,5729.63
1438,5060.19
1439,6645.05
1440,10215.8
1441,17771.0
1442,7179.3
1443,5728.24
1444,8664.57
1445,4407.6
1446,6698.04
1447,4125.9
1448,9783.15
1449,6882.63
1450,7079.19
1451,15031.2
1452,11323.9
1453,7850.6
1454,7589.27
1455,3892.47
1456,6456.91
1457,6174.2
1458,9448.97
1459,5696.84
1460,4398.77
1461,6889.52
1462,5984.85
1463,9224.18
1464,7651.77
1465,3524.6
1466,7993.92
1467,9006.64
1468,9152.12
1469,6027.14
1470,5506.73
1471,8650.66
1472,4950.06
1473,10852.2
1474,6029.09
1475,5650.44
1476,7755.57
1477,6936.68
1478,5182.52
1479,6974.9
1480,8294.41
1481,10707.2
1482,11568.6
1483,6514.57
1484,4466.79
1485,6456.64
1486,9088.09
1487,5950.99
1488,7369.37
1489,6785.12
1490,13130.7
1491,8762.61
1492,6560.44
1493,7686.15
1494,5210.14
1495,10114.2
1496,6681.55
1497,15370.1
1498,7427.77
1499,6491.26
1500,6146.48
1501,4051.1
1502,8531.92
1503,19624.2
1504,5244.14
1505,5234.73
1506,11059.6
1507,7700.6
1508,7645.88
1509,8901.9
1510,7396.35
1511,5767.58
1512,5451.68
1513,10459.6
1514,6942.84
1515,8053.94
1516,7800.07
1517,5424.59
1518,8034.18
1519,6200.62
1520,3860.52
1521,9349.37
1522,9327.97
1523,5000.67
1524,8352.73
1525,7807.03
1526,4843.81
1527,10686.5
1528,6514.32
1529,9524.36
1530,4975.93
1531,5940.17
1532,6906.9
1533,4438.73
1534,8505.06
1535,5196.02
1536,7327.97
1537,5659.4
1538,6427.67
1539,6125.93
1540,7618.85
1541,8052.22
1542,8715.82
1543,6763.16
1544,8743.75
1545,7178.19
1546,10274.1
1547,10318.1
1548,7226.27
1549,3527.19
1550,6628.19
1551,8364.85
1552,5181.85
1553,12551.4
1554,6604.74
1555,9658.91
1556,12588.7
1557,6713.72
1558,5386.18
1559,12598.3
1560,10920.4
1561,5859.07
1562,10531.7
1563,10680.8
1564,6602.6
1565,5978.83
1566,7952.32
1567,6704.19
1568,6455.08
1569,8079.26
1570,5700.42
1571,6951.53
1572,8514.25
1573,7899.69
1574,9686.71
1575,6513.54
1576,7913.76
1577,4138.74
1578,8616.22
1579,8053.17
1580,6397.3
1581,7955.62
1582,8372.67
1583,10603.7
1584,6788.39
1585,6012.14
1586,6893.05
1587,7519.67
1588,8318.46
1589,4803.5
1590,5020.4
1591,8932.46
1592,6856.06
1593,6872.27
1594,8862.96
1595,6855.71
1596,8312.7
1597,5389.66
1598,4569.35
1599,7791.08
1600,7301.59
1601,8223.58
1602,11058.3
1603,9783.27
1604,5602.62
1605,10097.2
1606,3983.79
1607,4139.47
1608,7459.09
1609,13113.9
1610,8930.71
1611,8474.98
1612,6090.38
1613,8487.71
1614,11669.1
1615,7042.0
1616,9095.23
1617,7303.2
1618,5153.54
1619,6149.66
1620,6182.48
1621,6799.35
1622,5795.79
1623,6143.0
1624,4867.54
1625,8355.3
1626,9245.98
1627,6059.36
1628,7028.58
1629,7668.4
1630,6058.54
1631,5449.88
1632,9655.31
1633,9088.52
1634,6462.07
1635,4945.9
1636,15264.2
1637,6837.23
1638,6765.76
1639,10714.9
1640,9924.22
1641,8667.89
1642,6587.03
1643,8306.16
1644,11261.5
1645,15716.8
1646,5986.19
1647,5924.72
1648,5502.19
1649,7663.6
1650,6492.26
1651,8855.24
1652,10465.8
1653,6718.75
1654,4872.35
1655,7492.72
1656,8631.82
1657,5885.83
1658,7964.34
1659,4486.38
1660,8234.32
1661,8921.89
1662,8587.61
1663,10787.9
1664,7097.35
1665,4406.0
1666,6778.08
1667,8618.06
1668,9208.83
1669,8597.14
1670,8021.02
1671,7546.48
1672,5022.36
1673,10685.1
1674,4940.67
1675,12218.7
1676,6453.51
1677,4922.07
1678,7876.25
1679,6764.56
1680,8207.4
1681,8342.59
1682,4327.2
1683,5372.24
1684,8313.5
1685,10416.8
1686,11229.5
1687,5530.11
1688,7030.41
1689,9559.07
1690,6996.12
1691,6180.39
1692,11463.7
1693,9479.42
1694,12758.3
1695,4903.38
1696,6299.46
1697,10161.5
1698,8899.64
1699,6866.35
1700,11587.8
1701,7852.62
1702,5814.06
1703,6052.49
1704,5510.03
1705,5595.58
1706,7732.06
1707,5951.39
1708,6471.05
1709,12599.1
1710,7040.5
1711,21274.2
1712,6972.5
1713,5766.46
1714,9651.64
1715,11721.6
1716,8002.38
1717,8677.86
1718,7050.21
1719,10214.3
1720,10413.9
1721,7122.36
1722,7428.59
1723,8786.55
1724,10302.9
1725,9062.35
1726,10027.7
1727,7753.6
1728,6026.88
1729,7477.91
1730,12797.5
1731,14533.6
1732,13468.6
1733,10310.6
1734,6885.87
1735,7192.97
1736,5847.88
1737,10516.9
1738,13948.6
1739,10958.5
1740,8296.13
1741,7337.4
1742,5986.21
1743,6813.64
1744,13640.4
1745,9338.64
1746,6654.45
1747,7383.72
1748,9547.91
1749,4966.41
1750,9196.59
1751,5748.5
1752,8066.86
1753,9231.83
1754,6973.93
1755,9090.78
1756,8917.27
1757,6120.95
1758,8888.75
1759,8771.21
1760,13395.2
1761,7335.67
1762,11006.4
1763,8669.67
1764,11901.0
1765,8783.55
1766,12457.0
1767,6729.57
1768,6288.59
1769,8550.1
1770,7153.15
1771,11428.2
1772,10082.5
1773,7550.35
1774,9508.7
1775,8141.23
1776,12678.5
1777,5066.3
1778,17008.9
1779,6538.91
1780,7609.93
1781,11180.2
1782,7275.7
1783,8280.71
1784,8336.61
1785,9899.6
1786,6628.88
1787,6841.35
1788,9495.98
1789,9413.69
1790,10004.0
1791,6200.5
1792,8953.02
1793,13609.5
1794,8250.4
1795,5812.71
1796,8702.07
1797,7204.5
1798,8264.15
1799,8632.84
1800,5209.34
1801,10488.7
1802,7984.85
1803,9478.63
1804,8464.86
1805,5770.48
1806,8613.21
1807,7056.55
1808,9813.83
1809,11813.4
1810,6356.56
1811,6738.92
1812,8259.64
1813,7356.82
1814,7719.1
1815,10389.6
1816,8696.29
1817,9673.22
1818,7465.39
1819,5879.58
1820,8655.73
1821,9367.68
1822,10884.1
1823,10447.3
1824,10621.4
1825,7418.8
1826,10862.9
1827,7990.0
1828,10449.5
1829,11451.3
1830,8825.48
1831,13037.6
1832,9506.62
1833,10493.9
1834,7514.36
1835,9137.38
1836,10339.8
1837,9023.31
1838,5158.74
1839,7379.97
1840,10425.1
1841,8934.16
1842,6654.78
1843,11956.4
1844,8330.22
1845,7123.05
1846,7252.45
1847,7663.85
1848,10074.1
1849,9194.27
1850,9340.6
1851,6940.56
1852,6697.89
1853,8963.79
1854,5173.68
1855,8291.68
1856,6968.29
1857,11223.5
1858,9380.24
1859,7927.25
1860,11622.0
1861,7569.44
1862,5882.48
1863,13843.4
1864,8888.41
1865,10535.9
1866,9684.72
1867,6353.59
1868,7711.55
1869,7023.43
1870,10023.5
1871,15562.3
1872,7608.33
1873,4161.69
